,add_title,add_price,add_area,add_time,add_room,add_loc,add_prom
9876,PH Red Point bonito apartamento amueblado 2 recámaras 2 baños 1 parking,1250000.00,70 m2,5 months ago,2,Vía Porras,NaN
9877,"For sale BEAUTIFUL apartment, El Crisol, $170,000.00 K.V.",140000.00,112.07 m2,5 months ago,3,Llano Bonito,NaN
9878,VENTA DE APARTAMENTO EN COCO DEL MAR,245000.00,140 m2,5 months ago,2,Coco del Mar,NaN
9879,VENTA DE APARTAMENTO EN AVE. BALBOA - PH. VISTA MARINA .,275000.00,100 m2,5 months ago,1,Avenida Balboa,NaN
9880,VENTA DE APARTAMENTO EN PH VISTA MARINA - AVE. BALBOA.,809523.00,100 m2,5 months ago,1,Avenida Balboa,NaN
9881,VENTA DE APARTAMENTO EN VIA PORRAS,1325000.00,150 m2,5 months ago,3,Vía Porras,NaN
9882,VENTA DE APARTAMENTO EN PH VICTORIA HILLS - HATO PINTADO-,713804.00,123 m2,5 months ago,3,Pueblo Nuevo,NaN
9883,VENTA DE APARTAMENTO EN SAN FRANCISCO - PH CITRUS,"292000.00
(Reduced 1%)",160 m2,5 months ago,3,San Francisco,NaN
9884,VENTA DE APARTAMENTO EN OBARRIO - PH RIVER PARK.,240000.00,123.32 m2,5 months ago,3,Obarrio,NaN
9885,VENTA DE APARTAMENTO EN RESIDENCIAS DEL SOL.,250000.00,100 m2,5 months ago,2,Carrasquilla,NaN
9886,VENTA DE APARTAMENTO EN PAITILLA - PH TUSCANY,1700000.00,527 m2,5 months ago,5,Punta Paitilla,NaN
9887,"Sale of Brand New Apartment of 240 m2 in The Towers, Paitilla",385000.00,240 m2,5 months ago,3,Punta Paitilla,NaN
9888,APARTAMENTO EN VENTA EN SAN FRANCISCO PH TERRAWIND,470000.00,152 m2,5 months ago,3,San Francisco,NaN
9889,VENTA DE APARTAMENTO E PH TRINITY - EL CARMEN,"750000.00
(Reduced 5%)",130 m2,5 months ago,3,El Carmen,NaN
9890,VENTA DE APARTAMENTO EN 12 DE OCTUBRE,"650000.00
(Reduced 12%)",85 m2,5 months ago,2,12 de Octubre,NaN
9891,VENTA DE APARTAMENTO EN PAITILLA- PH PENÍNSULA CON EXCELENTE VISTA A LA BAHIA.,500000.00,334 m2,5 months ago,3,Punta Paitilla,NaN
9892,VENTA DE APARTAMENTO AMOBLADO DE 150 M2 EN PH ALTAMIRA GARDEN,"265000.00
(Reduced 2%)",150 m2,5 months ago,3,Altos de Panamá,NaN
9893,"Sale of Brand New Apartment of 500 m2 in PH The Point, Paitilla",115000.00,500 m2,5 months ago,4,Punta Paitilla,NaN
9894,VENTA DE APARTAMENTO EN PH LAS CASCADAS - VILLA DE LAS FUENTES,210000.00,110 m2,5 months ago,2,Villa de las Fuentes,NaN
9895,VENTA DE APARTAMENTO EN PH VISTANOVA - EL CANGREJO.,181000.00,160 m2,5 months ago,2,Bella Vista,NaN
9896,VENTA DE APARTAMENTO EN EL PH TRINITY- 130 M2,1100000.00,130 m2,5 months ago,3,El Carmen,NaN
9897,VENTA DE APARTAMENTO EN CASCO VIEJO,140000.00,218 m2,5 months ago,2,"Casco Viejo, San Felipe",NaN
9898,VENTA DE APARTAMENTO EN SAN FRANCISCO - PH PANAMAR CON # MLS 4609-,"335000.00
(Reduced 4%)",629 m2,5 months ago,4,Coco del Mar,NaN
9899,VENTA DE APARTAMENTO EN CASCO VIEJO,375000.00,192 m2,5 months ago,2,"Casco Viejo, San Felipe",NaN
9900,VENTA DE APARTAMENTO EN EL CARMEN PH TRINITY,92000.00,122 m2,5 months ago,3,El Carmen,NaN
9901,VENTA DE APARTAMENTO EN BETANIA - PH SKY POINT,145000.00,100 m2,5 months ago,3,Betania,NaN
9902,VENTA DE APARTAMENTO EN CASCO VIEJO,240000.00,70 m2,5 months ago,1,"Casco Viejo, San Felipe",NaN
9903,VENTA DE APARTAMENTO EN PUNTA PACIFICA -PH BELLAGIO,790000.00,660 m2,5 months ago,4,Punta Pacífica,NaN
9904,VENTA DE APARTAMENTO EN OBARRIO,145000.00,206 m2,5 months ago,3,Obarrio,NaN
9905,VENTA DE APARTAMENTO EN BELLA VISTA - PH SOPHIA,235000.00,188 m2,5 months ago,3,Obarrio,NaN
9906,VENTA DE APARTAMENTO EN CLAYTON - EMBASSY CLUB - CLAYTON,440000.00,328 m2,5 months ago,3,Clayton,NaN
9907,VENTA DE APARTAMENTO EN LA CRESTA - PH EL ALCAZAR,290000.00,480 m2,5 months ago,4,La Cresta,NaN
9908,VENTA DE APARTAMENTO EN EL PH OASIS ON THE BAY,360000.00,240 m2,5 months ago,2,Punta Pacífica,NaN
9909,"Apartamento 172m2, Galeria Uno (Obarrio)",681956.00,172 m2,5 months ago,3,Obarrio,NaN
9910,"Venta de apartamento en Central Park, excelente ubicación a pasos de estación del metro",375000.00,8 m2,5 months ago,3,Vía Transístmica,NaN
9911,VENDO HERMOSO APARTAMENTO EN EL CANGREJO,321000.00,117 m2,5 months ago,3,El Cangrejo,NaN
9912,LOV en San Francisco preventa,300000.00,70 m2,5 months ago,2,San Francisco,NaN
9913,PROPIETARIO - VENDE PH - PISO 57 - OCEAN TWO,250000.00,550 m2,5 months ago,4,Costa del Este,NaN
9914,Tumba Muerto - P.H. Alsacia Towers,325000.00,68 m2,5 months ago,3,Tumba Muerto,NaN
9915,"Vendo Rivage Modelo C $335,000",340000.00,150 m2,5 months ago,2,Avenida Balboa,NaN
9916,Loft en Punta Pacifica Ph Loft four 41 BP (PRECIO NEGOCIABLE),168000.00,167 m2,5 months ago,1,Punta Pacífica,NaN
9917,"Se Vende Apartamento en PH Bella Luna, Rio abajo / JB",186300.00,57 m2,5 months ago,2,Rio Abajo,NaN
9918,Se Vende Apartamento en PH Green Point • Via españa / JB,145000.00,81 m2,5 months ago,2,Vía España,NaN
9919,Ph Portofino Towers apartamento en venta excelente oportunidad / JB,165000.00,117 m2,5 months ago,3,Villa de las Fuentes,NaN
9920,Apartamento de Lujo 378m2 Ph Puntarenas / OV,298000.00,378 m2,5 months ago,3,Coco del Mar,NaN
9921,PH Green Point • Via españa / JB,340000.00,81 m2,5 months ago,2,Vía España,NaN
9922,"Se vende Apartamento Amoblado en Obarrio, Ph Miyaki, / JB",464520.00,130 m2,5 months ago,3,Obarrio,NaN
9923,Alquiler de apt. en Paitilla vista al Mar PH Perla del Pacifico BP,115000.00,280 m2,5 months ago,4,Punta Paitilla,NaN
9924,Se Vende Apartamento en PH INFINITY APARTAMENTO EN VENTA / JB,185000.00,153 m2,5 months ago,3,San Francisco,NaN
9925,Se Vende Apartamento en PH Costa del Mar JB,190000.00,240 m2,5 months ago,3,Marbella,NaN
9926,Se Vende Apartamento en PH The Tower 275 metros Calle 50 JB,227760.00,275 m2,5 months ago,3,Punta Pacífica,NaN
9927,Se vende Apartamento en PH The Towers 145 metros en Calle 50 JB,136000.00,145 m2,5 months ago,3,Punta Pacífica,NaN
9928,Lujos PentHouse con terraza en el Cangrejo PH Onyx BP,155000.00,203 m2,5 months ago,3,El Cangrejo,NaN
9929,"Se Vende Apartamento en PH Coral Plaza, Marbella JB",91000.00,354.26 m2,5 months ago,4,Marbella,NaN
9930,Venta de Apartamento en el PH LUXOR 400,220000.00,90 m2,5 months ago,2,El Cangrejo,NaN
9931,"Se venta apartamento en San Francisco, PH Citrus","310000.00
(Reduced 41%)",160 m2,5 months ago,3,San Francisco,NaN
9932,"Se venta apartamento en Punta Pacifica, PH Mystic Point",240000.00,165 m2,5 months ago,3,Punta Pacífica,NaN
9933,Belle View - Parque Urraca,1000000.00,87 m2,5 months ago,2,Avenida Balboa,NaN
9934,CARRASQUILLA / PH TORRE DE CASTILLA / LINEA BLANCA / 84m2,160000.00,84 m2,5 months ago,2,Carrasquilla,NaN
9935,"Se vende hermoso Apartamento, en Carrasquilla
SAN FRANCISCO",158000.00,m2,5 months ago,2,Carrasquilla,NaN
9936,CONDO FOR SALE IN BETANIA LOS ANGELES,335000.00,130 m2,5 months ago,4,Los Angeles,NaN
9937,San francisco Ph Infinty Negociable!,315000.00,173 m2,5 months ago,3,San Francisco,NaN
9938,Se vende apt en Obarrio,750000.00,268 m2,5 months ago,3,Obarrio,NaN
9939,RIVIERA DEL GOLF,380000.00,183.55 m2,5 months ago,3,Coco del Mar,NaN
9940,SELLING APARTMENT WITH DEN,145000.00,92 m2,5 months ago,2,12 de Octubre,NaN
9941,PAITILLA EXCELENTE APART 3 REC $185 MIL,230000.00,160 m2,5 months ago,3,Punta Paitilla,NaN
9942,Balcony hermoso proyecto en Hato Pintado,250000.00,76 m2,5 months ago,2,Hato Pintado,NaN
9943,Se Vende - Luxor 400 - El Cangrejo,575000.00,86.4 m2,5 months ago,2,El Cangrejo,NaN
9944,PH Green Point – Modern Building With A Good Price,415000.00,80 m2,5 months ago,2,Vía España,NaN
9945,"PH Chaquira Plaza, El Carmen – Perfect For Your First Investment",238000.00,94 m2,5 months ago,2,El Carmen,NaN
9946,"Ganga apartamento 2 recamara , 1 baño Parque Lefevre",350000.00,55 m2,5 months ago,2,Parque Lefevre,NaN
9947,"PH Brisas Del Carmen, Bella Vista – Central And Well Located","280000.00
(Reduced 3%)",128 m2,5 months ago,2,El Carmen,NaN
9948,"Se vende apartamento en San Francisco, Ph Park Loft",580000.00,158 m2,5 months ago,2,San Francisco,NaN
9949,Park Views From High Above San Francisco,126000.00,126 m2,5 months ago,1,Altos de Golf,NaN
9950,Apartamento a la venta en Punta Pacifica,832000.00,455 m2,5 months ago,4,Punta Pacífica,NaN
9951,Beautiful Apartment FOR SALE in Carrasquilla D-0252,"660000.00
(Reduced 4%)",70 m2,5 months ago,2,Carrasquilla,NaN
9952,Bank sells repossessed apartment in Betania Ph Elmare,244000.00,66 m2,5 months ago,2,Betania,NaN
9953,Vendo apartamento en Coco del Mar!!!,385000.00,160 m2,5 months ago,2,Coco del Mar,NaN
9954,"VENTA - Vista Obarrio, Calle 50","245000.00
(Reduced 4%)",215 m2,5 months ago,3,Obarrio,NaN
9955,"For Sale Apartment Costa Del Este $ 750K, VA",230000.00,290 m2,5 months ago,3,Costa del Este,NaN
9956,EMBASSY CLUB GARDENS II,150000.00,148.98 m2,5 months ago,2,Clayton,NaN
9957,SUPER GANGA APT 1R2B1P CON FULL LINEA BLANCA EN PH DOWNTOWN OBARRIO 145000,145000.00,50 m2,5 months ago,1,Obarrio,NaN
9958,"Venta P.H. Serenity, San Francisco JAP",1590000.00,124 m2,5 months ago,2,Coco del Mar,NaN
9959,"For Sale, super Price. $250,000","254000.00
(Reduced 2%)",184 m2,5 months ago,3,San Francisco,NaN
9960,For Sale Apart. 317 mts2 Punta Pacifica $575K V.A.,255000.00,317 m2,5 months ago,3,Punta Pacífica,NaN
9961,"Sale of Brand New Apartment of 186 m2 in PH Prestige, Bellavista",850000.00,186 m2,5 months ago,3,Bella Vista,NaN
9962,"Sale of Brand New Apartment of 108 m2 in PH Dynasty, Bellavista",395000.00,108 m2,5 months ago,3,Bella Vista,NaN
9963,"Sale of Brand New Apartment of 135 m2 in PH Costanera, Bellavista",393000.00,135 m2,5 months ago,3,Bella Vista,NaN
9964,"Venta de Apartamento Amoblado de 160 m2 en PH Citrus, San Francisco 22-5141",195000.00,160 m2,5 months ago,3,San Francisco,NaN
9965,"Lujoso apartamento en PH Blue Bahía, Punta Pacífica - VENTA!!",450000.00,300 m2,5 months ago,3,Punta Pacífica,NaN
9966,"Apartamento en Venta Ph Emerald Village, Villa Zaita",2500000.00,77 m2,5 months ago,2,Villa Zaita,NaN
9967,"SE VENDE APARTAMENTO, PUNTA PAITILLA",782000.00,329 m2,5 months ago,3,Punta Paitilla,NaN
9968,"Apartamento en Embassy Club Garden 3, Clayton. Apartamento en Clayton.",140000.00,328.75 m2,5 months ago,3,Clayton,NaN
9969,Apartment FOR SALE in Punta Paitilla P-0271,175000.00,153.4 m2,5 months ago,3,Punta Paitilla,NaN
9970,PARQUE DEL MAR / COSTA DEL ESTE / SEMI AMOBLADO / 3 RECAMARAS / 212 M2,82500.00,212 m2,5 months ago,3,Costa del Este,NaN
9971,PH Clayton Park Torre B,382250.00,141.06 m2,5 months ago,3,Clayton,NaN
9972,"VENTA - Ph Serenity by the bay, San Francisco",980000.00,110 m2,5 months ago,2,San Francisco,NaN
9973,"VENTA - Ph Downtown, Obarrio",120000.00,50 m2,5 months ago,2,Obarrio,NaN
9974,Se Vende Apartamento en Edison Park,265000.00,75 m2,5 months ago,2,Edison Park,NaN
9975,Vendo Penthouse en Pacific Village - Punta Pacifica,250000.00,582.17 m2,5 months ago,5,Punta Pacífica,NaN
9976,Vendo apat.Clayton Park 3 rec/. $254000,285000.00,144 m2,5 months ago,3,Clayton,NaN
9977,Oportunidad! Se Vende Apartamento en Punta Pacífica,"185000.00
(Reduced 8%)",135 m2,5 months ago,3,Punta Pacífica,NaN
9978,"Oportunidad! Se Vende Amplio Penthouse en Coco del Mar, San Francisco",125000.00,877 m2,5 months ago,4,Coco del Mar,NaN
9979,Se Vende Hermoso Apartamento en Coco del Mar,965000.00,252 m2,5 months ago,3,Coco del Mar,NaN
9980,Se Vende Amplio Apartamento en San Francisco Cod.,3000.00,245 m2,5 months ago,3,Coco del Mar,NaN
9981,Se Vende Hermoso Apartamento en San Francisco,250000.00,110 m2,5 months ago,3,San Francisco,NaN
9982,Vendo apt en Punta Paitilla,200000.00,227 m2,5 months ago,3,Punta Paitilla,NaN
9983,"VENTA - Ph The Point, Punta Paitilla",245000.00,900 m2,5 months ago,4,Punta Paitilla,NaN
9984,"VENTA - Ph Los Delfines, Ave. Balboa","295000.00
(Reduced 5%)",350 m2,5 months ago,3,Avenida Balboa,NaN
9985,VENDO APARTAMENTO EN LOS ANGELES,225000.00,96 m2,5 months ago,2,Los Angeles,NaN
9986,"Sale of 138 m2 apartment in PH Plaza Dorada, El Dorado",350000.00,138 m2,5 months ago,3,El Dorado,NaN
9987,VENDO APARTAMENTO HATO PINTADO,130000.00,55 m2,5 months ago,2,Hato Pintado,NaN
9988,"Sale of 275 m2 Apartment in PH Astoria, El Cangrejo",80000.00,275 m2,5 months ago,3,Vía Argentina,NaN
9989,SEA CONFIABLE VENDE APARTAMENTO PUNTA PAITILLA PH PLATINUM,2900000.00,700 m2,5 months ago,4,Punta Paitilla,NaN
9990,SEA Confiable Vende Apartamento Amoblado en PH Cruz del Sur Marbella,82000.00,70 m2,5 months ago,1,Marbella,NaN
9991,Apartment for sale in San Francisco,"625000.00
(Reduced 4%)",156 m2,5 months ago,3,San Francisco,NaN
9992,"Se vende apartamento en Punta Pacífica, Ph Pacific Sea",72000.00,117 m2,5 months ago,2,Punta Pacífica,NaN
9993,Venta- PH Condominio Playa Blanca,171000.00,147 m2,5 months ago,3,Avenida Balboa,NaN
9994,Se vende Apto en El Cangrejo,180000.00,120 m2,5 months ago,3,El Cangrejo,NaN
9995,Apartamento en Venta Ph Central Park,275000.00,85 m2,5 months ago,3,12 de Octubre,NaN
9996,Venta Penthouse en PH Embassy Club,595000.00,373 m2,5 months ago,4,Clayton,NaN
9997,Apartment for rent in Costa del Este I.D. MH,199000.00,290 m2,5 months ago,3,Costa del Este,NaN
9998,Apartment for sale in San Francisco LAC 22-7767,"105000.00
(Reduced 3%)",119 m2,5 months ago,2,Coco del Mar,NaN
9999,Apartment for sale in Av. Balboa LAC 22-7776,350000.00,161 m2,5 months ago,2,Avenida Balboa,NaN
10000,HARMONY TOWER,480000.00,131.79 m2,5 months ago,2,San Francisco,NaN
10001,"Lexus Tower, Apartamento en San Francisco, Coco del Mar",525000.00,169 m2,5 months ago,3,San Francisco,NaN
10002,Spacious renovated apartment in Marbella 155m2 for sale,"730000.00
(Reduced 3%)",155 m2,5 months ago,2,Marbella,NaN
10003,✅SE VENDE ESPECTACULAR PENTHOUSE EN SAN FRANCISCO 3/4 REC ...253 MTS U$350K,95000.00,253 m2,5 months ago,4,San Francisco,NaN
10004,✅GANGA VENDO APTO EN BETANIA TUMBAMUERTO 3REC U$130k,127000.00,95 m2,5 months ago,3,Betania,NaN
10005,Se vende apartamento por Juan Diaz $80000,250000.00,59 m2,5 months ago,2,Juan Diaz,NaN
10006,Apartamento con vista al mar y a la marina,280000.00,490 m2,5 months ago,3,Punta Pacífica,NaN
10007,"VENTA 2REC, ACCESIBLE, BONITA VISTA",155000.00,66 m2,5 months ago,2,Llano Bonito,NaN
10008,Apartamento en PH Maresias - Punta Paitilla,100000.00,414 m2,5 months ago,3,Avenida Balboa,NaN
10009,"VENTA 2REC, BUENAS CONDICIONES, PARQUE LEFEVRE",145000.00,57 m2,5 months ago,2,Parque Lefevre,NaN
10010,Sale or rent downtown apartment El Mare / Edison Park,575000.00,66.09 m2,5 months ago,2,Edison Park,NaN
10011,Se vende Apartamento PH Le Mare en Coco Del Mar,700000.00,95 m2,5 months ago,1,Coco del Mar,NaN
10012,For sale apartment in PH Cabomarzo,305000.00,175 m2,5 months ago,3,Coco del Mar,NaN
10013,Venta o alquiler apartamento PH Elite,"285000.00
(Reduced 2%)",400 m2,5 months ago,3,La Cresta,NaN
10014,"PH The One, apartment for sale. Reduced price...",155000.00,97 m2,5 months ago,2,Calle 50,NaN
10015,Apartamento en Venta/Alquiler cerca de Parque Omar,150000.00,75 m2,5 months ago,2,Altos de Golf,NaN
10016,"PH Park Loft, apartamento en Venta o Alquiler.",124000.00,169 m2,5 months ago,2,Vía Porras,NaN
10017,FOR SALE PH YOO & ART,140000.00,167 m2,5 months ago,2,Avenida Balboa,NaN
10018,"Apartamento en Altos de Amador, con vista al Mar",160000.00,210.18 m2,5 months ago,2,Amador,NaN
10019,PUNTA PACIFICA PH Q TOWER AMOBLADO,"135000.00
(Reduced 4%)",307 m2,5 months ago,3,Punta Pacífica,NaN
10020,PARQUE LEFEVRE / PH CENTENNIAL / 66m2 / 2 HABITACIONES,365000.00,66 m2,5 months ago,2,Parque Lefevre,NaN
10021,LAS ACACIAS / PH TORRE DE CANTABRIA / 89m2 / 3 HABITACIONES,640000.00,89 m2,5 months ago,3,Las Acacias,NaN
10022,SAN FRANCISCO / PH AQUA MARINA / 155m2 / 3 HABITACIONES,385000.00,155 m2,5 months ago,3,San Francisco,NaN
10023,OBARRIO / PH RIVER PARK / AMOBLADO / 117m2,225000.00,117 m2,5 months ago,3,Obarrio,NaN
10024,VIA PORRAS / PH SKY BLUE TOWER / LINEA BLANCA / 78m2,155000.00,78 m2,5 months ago,1,Vía Porras,NaN
10025,EL CANGREJO / PH DEVALOR / 65m2 / 1 HABITACION,300000.00,65 m2,5 months ago,1,El Cangrejo,NaN
10026,CONDADO DEL REY / TERRAZA DEL REY / LINEA BLANCA / 97m2,260000.00,97 m2,5 months ago,3,Condado del Rey,NaN
10027,Selling in JW Marriot former Trump 2 Bed,150000.00,153 m2,5 months ago,2,Punta Pacífica,NaN
10028,SANTA MARIA THE RESERVE PH PRIVILEGE,225000.00,189 m2,5 months ago,2,Santa María,NaN
10029,SE VENDE PACIFIC COST CALLE 50,149000.00,189 m2,5 months ago,3,Punta Paitilla,NaN
10030,Se vende Apto Grande y Espectacular en El Cangrejo,260000.00,179 m2,5 months ago,3,El Cangrejo,NaN
10031,Se vende Apto Céntrico en Via España,170000.00,84 m2,5 months ago,2,Vía España,NaN
10032,Se vende Apto en El Cangrejo,145000.00,72.8 m2,5 months ago,2,El Cangrejo,NaN
10033,VIA ARGENTINA / PH MORE / 1 HABITACION / 1 BAÑO / BALCON / MODELO SKY,110000.00,42 m2,5 months ago,1,Bella Vista,NaN
10034,AVENIDA BALBOA / THE SANDS / 1 HABITACION / 1 BAÑO / 51m2,218000.00,51 m2,5 months ago,1,Avenida Balboa,NaN
10035,PH URBIS TOWER / TUMBA MUERTO / 2 RECAMARAS / NEGOCIABLE / 76 M2,270000.00,76 m2,5 months ago,2,Tumba Muerto,NaN
10036,BELLA VISTA / PH COLORES DE BELLA VISTA / AMOBLADO,460000.00,47 m2,5 months ago,1,Bella Vista,NaN
10037,AVENIDA BALBOA / PH H2O / LINEA BLANCA / 174m2,165000.00,174 m2,5 months ago,3,Avenida Balboa,NaN
10038,COCO DEL MAR / PH PUNTARENAS / NEGOCIABLE / 3 RECAMARAS / 378 M2,165000.00,378 m2,5 months ago,3,Coco del Mar,NaN
10039,PUNTA PACIFICA / PH PACIFIC STAR / 3 HABITACIONES / NEGOCIABLE / 180M2,417000.00,180 m2,5 months ago,3,Punta Pacífica,NaN
10040,PH SKY POINT TOWER / TUMBA MUERTO / 3 RECAMARAS / AMOBLADO / 99.6 M2,470000.00,99 m2,5 months ago,3,Tumba Muerto,NaN
10041,VIA ESPAÑA / PH COSMOPOLITAN TOWER / 2 HABITACIONES / LINEA BLANCA,225000.00,84 m2,5 months ago,2,Bella Vista,NaN
10042,PH EMPORIUM TOWER / SAN FRANCISCO / 2 RECAMARAS / 160 M2,163000.00,160 m2,5 months ago,2,San Francisco,NaN
10043,PH DE LUNA PARK VIEW / VILLA DE LAS FUENTES / 3 RECAMARAS / 160 M2,206000.00,160 m2,5 months ago,3,Villa de las Fuentes,NaN
10044,CONDADO DEL REY / PH GREEN PARK / 3 HABITACIONES / 98 M2,155000.00,98 m2,5 months ago,3,Condado del Rey,NaN
10045,PACIFIC PARK / TUMBA MUERTO / LINEA BLANCA 90M2,388000.00,90 m2,5 months ago,2,Tumba Muerto,NaN
10046,VIA ESPAÑA / PH CORAL TOWER / TORRE 200 / 70m2 / 2 HABITACIONES,79000.00,70 m2,5 months ago,2,Bella Vista,NaN
10047,PH MONT ROYALE / EL CANGREJO / 3 HABITACIONES / LINEA BLANCA / 130 M2,289000.00,130 m2,5 months ago,3,Vía Argentina,NaN
10048,PH VISTA MARINA TOWER / PUEBLO NUEVO / 3 HABITACIONES / 89 M2,160000.00,89 m2,5 months ago,3,12 de Octubre,NaN
10049,PH PLAZA GRANADA / EL CANGREJO / 2 HABITACIONES / NUEVO / 82.5 M2,850000.00,82 m2,5 months ago,2,Vía Argentina,NaN
10050,PH MERIDA / PARQUE LEFEVRE / 2 HABITACIONES / NUEVO / 75 M2,169500.00,75 m2,5 months ago,2,Chanis,NaN
10051,CONDADO DEL REY / PH CONDADO COUNTRY CLUB / AMOBLADO / 3 HABITACIONES,170000.00,117 m2,5 months ago,3,Condado del Rey,NaN
10052,PH MONACO / OBARRIO / BELLA VISTA / 3 RECAMARAS / 178 M2,465000.00,178 m2,5 months ago,3,Obarrio,NaN
10053,BELLA VISTA / EL CANGREJO / PH PORTANOVA / 325 M2,570000.00,325 m2,5 months ago,3,Vía Argentina,NaN
10054,PH SUNSET PARK / VIA PORRAS / SAN FRANCISCO / 2 RECAMARAS / 87.5 M2,160000.00,87 m2,5 months ago,2,Vía Porras,NaN
10055,TRANSISTMICA / PH COSMOPOLITAN TOWERS / 2 HABITACIONES / 89M2,145000.00,89 m2,5 months ago,2,12 de Octubre,NaN
10056,PUNTA PACIFICA / OCEAN DRIVE / VISTA AL MAR / 4 RECAMARAS / 222 M2,1230000.00,222 m2,5 months ago,4,Punta Pacífica,NaN
10057,PENTHOUSE / PH TERRASOL / SAN FRANCISCO / 3 RECAMARAS / 237 M2,140000.00,237 m2,5 months ago,3,San Francisco,NaN
10058,SAN FRANCISCO / PH CONCEPT / LINEA BLANCA,"179000.00
(Reduced 1%)",113 m2,5 months ago,3,San Francisco,NaN
10059,HATO PINTADO / PH PARADISE TOWERS / 3 HABITACIONES / 104 M2,315000.00,104 m2,5 months ago,3,Hato Pintado,NaN
10060,RESIDENCIAS DEL SOL / SAN FRANCISCO / 2 RECAMARAS / AMOBLADO / 86 M2,299000.00,86 m2,5 months ago,2,San Francisco,NaN
10061,PH MADELEINE / SAN FRANCISCO / VIA PORRAS / 2 HABITACIONES / 103 M2,"300000.00
(Reduced 9%)",103 m2,5 months ago,2,Vía Porras,NaN
10062,PH ELITE / DOS MARES / LINEA BLANCA / 182 M2,900000.00,182 m2,5 months ago,4,Betania,NaN
10063,POSADA REAL / PARQUE LEFEVRE / 2 RECAMARAS / 54 M2,291400.00,54 m2,5 months ago,2,Parque Lefevre,NaN
10064,PH ICON TOWER / COCO DEL MAR / SAN FRANCISCO / VISTA AL MAR / 162 M2,190000.00,162 m2,5 months ago,2,Coco del Mar,NaN
10065,BELLA VISTA / EL CANGREJO / PH MARQUIS TOWER / 88 M2,250000.00,88 m2,5 months ago,2,Vía Argentina,NaN
10066,COCO DEL MAR / PH SOBRE LAS ROCAS / VISTA AL MAR / 760m2,230100.00,760 m2,5 months ago,4,Coco del Mar,NaN
10067,Plaza Edison Ph Belview Towers,289000.00,78 m2,5 months ago,2,Edison Park,NaN
10068,APARTAMENTO CENTRICO RECIEN REMODELADO,289000.00,120 m2,5 months ago,3,El Dorado,NaN
10069,"Selling in P,H Grand Tower - 2 Beds - Model J",254000.00,159 m2,5 months ago,2,Punta Pacífica,NaN
10070,"Selling in P,H Grand Tower - 3 Beds",1200000.00,197 m2,5 months ago,3,Punta Pacífica,NaN
10071,"VENTA APARTAMENTO EN VERSALLES U$160,000.00",650000.00,95.61 m2,5 months ago,3,Costa Sur,NaN
10072,"TORRE DE VERSALLES , VENTA",171000.00,8654 m2,5 months ago,3,Juan Diaz,NaN
10073,Venta Apartamento Ocean Reef Punta Pacifica,220500.00,330 m2,5 months ago,3,Punta Pacífica,NaN
10074,12 de Octubre Ph Vista Marina Towers,450000.00,77 m2,5 months ago,2,12 de Octubre,NaN
10075,El Cangrejo Ph Carrillon,348000.00,212 m2,5 months ago,4,El Cangrejo,NaN
10076,SEA Confiable Vende PH The Regent Costa del Este 2R - 95mt2,590000.00,95 m2,5 months ago,2,Costa del Este,NaN
10077,"Apartment for sale in 73 Street, San Francisco.",180000.00,180 m2,5 months ago,3,San Francisco,NaN
10078,Sale Apartment Embassy Village Balcony and forest view,"1380000.00
(Reduced 8%)",159.62 m2,5 months ago,3,Albrook,NaN
10079,The Towers Paitilla - Apartamento Modelo B - 320 m² - 3 Recamaras - Venta,1140000.00,320 m2,5 months ago,3,Punta Paitilla,NaN
10080,"Apartment for sale of 188 m2 in PH Sevilla, Costa del Este",175000.00,188 m2,5 months ago,3,Costa del Este,NaN
10081,"Sale of 107 m2 Apartment in PH Innova Tower, Hato Pintado",570500.00,107 m2,5 months ago,3,Hato Pintado,NaN
10082,"Sale of 156 m2 Apartment in PH Kolosal Towers, San Francisco",220000.00,156 m2,5 months ago,3,San Francisco,NaN
