,add_title,add_price,add_area,add_time,add_room,add_loc,add_prom
7309,VENDO APARTAMENTO REBAJADO EN EDISON PARK,2388512.00,75 m2,1 month ago,2,Edison Park,NaN
7310,"Ph Titanium for sale, appliances, 226mt2, $515,000.00",255000.00,226 m2,1 month ago,3,Costa del Este,NaN
7311,PH SAN FRANCISCO BAY. NEGOCIABLE. VISTA AL MAR.,500000.00,115 m2,1 month ago,2,San Francisco,NaN
7312,"APARTAMENTO 2 REC - CENTRICO CASI NUEVO $108,000",225000.00,75 m2,1 month ago,2,Parque Lefevre,NaN
7313,Se vende Pacific Park en Edison Park,"150000.00
(Reduced 3%)",90 m2,1 month ago,2,Betania,NaN
7314,Great opportunity - Coco del Mar,465000.00,192 m2,1 month ago,3,Coco del Mar,NaN
7315,Se Vende Apartamento en PH Elevation en Costa del Este/JBXG,230000.00,150 m2,1 month ago,2,Costa del Este,NaN
7316,"PH EL BOTANICO, BELLA VISTA 45 m2 VB",900000.00,45 m2,1 month ago,1,La Cresta,NaN
7317,Apto. en Costa del Este,750000.00,112 m2,1 month ago,3,Costa del Este,NaN
7318,PUNTA PAITILLA / EDIF. LA JOYA / 167m2 / 2 HABITACIONES,1100000.00,167 m2,1 month ago,2,Punta Paitilla,NaN
7319,"SE VENDE APTO 3 REC HATO PINTADO $110,000",299500.00,110 m2,1 month ago,3,Hato Pintado,NaN
7320,VENTA MOON TOWER VISTA INTERESANTE AL MAR,275000.00,114 m2,1 month ago,2,Coco del Mar,NaN
7321,"Sale of 426 m2 Apartment in PH Montecarlo, Ocean Reef, Punta Pacifica",499000.00,426 m2,1 month ago,3,Punta Pacífica,NaN
7322,MB..VENDO APARTAMENTO SAN FRANCISCO,125000.00,184 m2,1 month ago,3,San Francisco,NaN
7323,Vision Tower - Coco del Mar,285000.00,276 m2,1 month ago,3,Coco del Mar,NaN
7324,"Apartamento, Punta Paitilla, San Francisco",156000.00,167 m2,1 month ago,2,Panama City,NaN
7325,Se vende apartamento en Marquis tower,145000.00,82 m2,1 month ago,2,Panama City,NaN
7326,"Sale of Furnished Apartment of 153 m2 in JW Marriot, Punta Pacifica",154000.00,153 m2,1 month ago,2,Punta Pacífica,NaN
7327,MB..VENTA APARTAMENTO COCO DEL MAR,1025000.00,145 m2,1 month ago,3,Coco del Mar,NaN
7328,"Sale of 400 m2 Apartment in PH Aquamare, Punta Pacifica",1395000.00,400 m2,1 month ago,3,Punta Pacífica,NaN
7329,"259m2 apartment, for sale, Punta Pacifica, Grand Tower. Dp 22-9781",130000.00,259 m2,1 month ago,4,Punta Pacífica,NaN
7330,AQUALINA - PUNTA PACIFICA,365000.00,482 m2,1 month ago,4,Punta Pacífica,NaN
7331,CONDADO DEL REY / PH KINGS PARKS / 4 HABITACIONES / 140m2,159000.00,140 m2,1 month ago,4,Condado del Rey,NaN
7332,OBARRIO / PH DIANA TOWER / 136m2 / 3 HABITACIONES,135000.00,136 m2,1 month ago,3,Obarrio,NaN
7333,"Sale of Furnished Apartment of 179 m2 in PH Oceanaire, Punta Pacifica",122222.00,179 m2,1 month ago,2,Punta Pacífica,NaN
7334,BELLA VISTA / PH BELLA VISTA GARDENS / LINEA BLANCA / 75m2,440000.00,75 m2,1 month ago,3,Bella Vista,NaN
7335,OBARRIO / PH THE PALM / SEMI AMOBLADO / 168m2,"846300.00
(Reduced 9%)",168 m2,1 month ago,3,Obarrio,NaN
7336,LA ALAMEDA / PH COSTA BRAVA / 3 HABITACIONES / 117m2,1450000.00,117 m2,1 month ago,3,La Alameda,NaN
7337,CONDADO DEL REY / PH TERRAZAS DEL REY / 80m2 / 2 HABITACIONES,198888.00,80 m2,1 month ago,2,Condado del Rey,NaN
7338,CONDADO DEL REY / PH TERRAZA DEL REY / 80m2 / 2 HABITACIONES,390000.00,80 m2,1 month ago,2,Condado del Rey,NaN
7339,"THE TOWERS Paitilla a estrenar 395m2 desde $1,025,000",550000.00,395 m2,1 month ago,4,Punta Paitilla,NaN
7340,"Vendo THE RESERVE 449m2 4 recs, vistas hoyo 18",230000.00,449 m2,1 month ago,4,Santa María,NaN
7341,VENDO APTO 2 HAB PLANTA BAJA PH ALTAMIRA GARDENS (MJGO1),"180000.00
(Reduced 8%)",80 m2,1 month ago,2,Panama City,NaN
7342,Brand new apartment for sale in Coco del Mar (SF),640000.00,111 m2,1 month ago,2,Coco del Mar,NaN
7343,VENDO APTO PLANTA BAJA PH TORRES DE VERSALLES. COSTA SUR,178000.00,107 m2,1 month ago,3,Costa Sur,NaN
7344,VENTA CERCA DE AVE BALBOA PLAZA DEL PACIFICO,155000.00,118 m2,1 month ago,3,Panama City,NaN
7345,VENTA DE APARTAMENTO EN HATO PINTADO,170000.00,85 m2,1 month ago,3,Hato Pintado,NaN
7346,Bank sells repossessed apartment in Ph Ocean Drive,220000.00,222 m2,1 month ago,3,Punta Pacífica,NaN
7347,403m2 apartment for sale in Costa del Este. 4 bedrooms. Dp 2-10654,210000.00,403 m2,1 month ago,4,Costa del Este,NaN
7348,Punta Paitilla Facing the Sea 3 and 4 Bedrooms 500mts and 890mts,"339000.00
(Reduced 2%)",500 m2,1 month ago,3,Punta Paitilla,NaN
7349,PROPIETARIO VENDE en P.H MiCondado - Apartamento a Estrenar!,79000.00,88 m2,1 month ago,3,Condado del Rey,NaN
7350,Exclusivo apartamento en venta (Penthouse) en San Francisco (PH Portofino),225700.00,175 m2,1 month ago,3,San Francisco,NaN
7351,VENTA DE LINDO Y AMPLIO APARTAMENTO I COSTA DEL ESTE,"179000.00
(Reduced 8%)",202 m2,1 month ago,3,Costa del Este,NaN
7352,Apartamentos en Bella Vista | Ultimas 3 unidades a pasos de la cinta costera,135000.00,98 m2,1 month ago,2,Bella Vista,NaN
7353,Venta de amplio apartamento en Juan Diaz- PH Costamare,"105000.00
(Reduced 9%)",128 m2,1 month ago,2,Costa Sur,NaN
7354,Vendo Apartamento Remodelado en Avenida Balboa,210000.00,333 m2,1 month ago,4,Avenida Balboa,NaN
7355,Apartment for sale in San Francisco. Dp 2-10548,"120000.00
(Reduced 4%)",100 m2,1 month ago,2,San Francisco,NaN
7356,Excelente oportunidad en Villa de las Fuentes,298000.00,120 m2,1 month ago,2,Villa de las Fuentes,NaN
7357,Ganga en venta en El Carmen,274000.00,94 m2,1 month ago,2,El Carmen,NaN
7358,"4 Bedroom, 3.5 Bathroom apartment in Via Porras - 170m2",289000.00,170 m2,1 month ago,4,Vía Porras,NaN
7359,"Mediterraneo Loft / Vía Argentina / Excelente ubicación y precio! Aproveche - Avaluo 275,000",215000.00,121 m2,1 month ago,1,Vía Argentina,NaN
7360,En Venta Apartamento Con Terraza Espectacular En San Francisco PH TERRASOL,"185000.00
(Reduced 3%)",200 m2,1 month ago,3,San Francisco,NaN
7361,Venta de Apartamento Mystic Hills + Dorasol Oferta!!!,900000.00,53 m2,2 months ago,2,Dorasol,NaN
7362,Brand New Three-Bedroom Condo For Sale in El Cangrejo,1100000.00,122 m2,2 months ago,3,El Cangrejo,NaN
7363,El Cangrejo,340000.00,170 m2,2 months ago,2,El Cangrejo,NaN
7364,Ph Green Park,95000.00,69 m2,2 months ago,2,Ancón,NaN
7365,"Apartamento en venta, Avenida Santa Elena, Parque Lefevre.",382250.00,77.5 m2,2 months ago,2,Parque Lefevre,NaN
7366,"VENTA DE APARTAMENTO POR VIAJE / VIA ARGENTINA / PH DEL CARIBE $210,000.00",1300000.00,143 m2,2 months ago,2,Vía Argentina,NaN
7367,PRECIO NEGOCIABLE | APART. VÍA TRANSÍSTMICA / FUENTES DE MALLORCA / 3 HAB / 2 ESTACIONAMIENTOS,340000.00,95 m2,2 months ago,3,Belisario Porras,NaN
7368,propietario directo - Obarrio Open Concept Renovado,360000.00,201 m2,2 months ago,3,Obarrio,NaN
7369,"PH Infinity Tower, San Francisco, 3 recámaras JLH",175000.00,155 m2,2 months ago,3,San Francisco,NaN
7370,Venta o alquiler PH Premium Tower. Área de San Francisco J.D.,560000.00,180 m2,2 months ago,4,San Francisco,NaN
7371,Venta de apartamento PH Princess Marbella,2000000.00,150 m2,2 months ago,2,Marbella,NaN
7372,Se vende Apartamento en PH DOS MARES VIEW I,319000.00,107 m2,2 months ago,3,Dos Mares,NaN
7373,Beautiful apartment for sale in Punta Pacifica. DP,245000.00,400 m2,2 months ago,3,Punta Pacífica,NaN
7374,"Santa Maria Court,","155000.00
(Reduced 3%)",296 m2,2 months ago,3,Santa María,NaN
7375,Brisas Marbella - Amplio Apartamento de 3 recamaras,244000.00,212 m2,2 months ago,3,Avenida Balboa,NaN
7376,SE VENDE | PH 4 ISLAS | APTO EN VENTA 65M2 | 2 REC| 1.5 BAÑ| 1 PAR | TORRE 200,739000.00,65 m2,2 months ago,2,Rio Abajo,NaN
7377,"$1,390 X M2/ EL CANGREJO - APTO. 2 Y 3 RECAMARAS, C/B/E + Terraza",780000.00,275 m2,2 months ago,2,El Cangrejo,NaN
7378,Apartment for sale PH Allure at The Park ready to move in IGE,650000.00,515 m2,2 months ago,5,Avenida Balboa,NaN
7379,COSTA DEL ESTE - PH VERTIKAL 173m2,115000.00,173 m2,2 months ago,3,Costa del Este,NaN
7380,Apartment with ocean views for sale at The Ocean Club,120000.00,98 m2,2 months ago,1,Punta Pacífica,NaN
7381,PLAZA EDISON 2RECAMARAS SOLO 175MIL,115000.00,90 m2,2 months ago,2,Edison Park,NaN
7382,"En venta apartamento en Ph Park Lane, Costa del Este",245000.00,270 m2,2 months ago,3,Costa del Este,NaN
7383,"Sale of Furnished Pent-House of 520 m2 in Yacht Club, Av. Balboa",330000.00,520 m2,2 months ago,3,Avenida Balboa,NaN
7384,"Vendo apartamento en PH The View, San Francisco, piso alto",205000.00,215 m2,2 months ago,3,San Francisco,NaN
7385,Bank sells repossessed apartment in Ph Clayton Park,650000.00,141 m2,2 months ago,3,Clayton,NaN
7386,PH Cosmopolitan Tower - Venta por Viaje,460000.00,93.94 m2,2 months ago,3,12 de Octubre,NaN
7387,Hermoso Apartamento en el PH Tower One,"320000.00
(Reduced 3%)",185 m2,2 months ago,3,Marbella,NaN
7388,BIANCHO LOFT - ALTOS DEL GOLF - HOUSE - FOR SALE,549000.00,520 m2,2 months ago,4,San Francisco,NaN
7389,VENTA APARTAMENTO DELUXE PUNTA PAITILLA,149000.00,353 m2,2 months ago,4,Punta Paitilla,NaN
7390,VENTA APARTAMENTO PENINSULA PUNTA PAITILLA,254000.00,350 m2,2 months ago,3,Punta Paitilla,NaN
7391,Venta de Apartamento en Miraflores,"169000.00
(Reduced 3%)",79 m2,2 months ago,2,Miraflores,NaN
7392,Venta de Apartamento en Vía Fernández de Córdoba,"129000.00
(Reduced 4%)",70 m2,2 months ago,2,Pueblo Nuevo,NaN
7393,Venta de Acogedor Apartamento en Avenida Balboa,200000.00,56 m2,2 months ago,2,Avenida Balboa,NaN
7394,VENDO APARTAMENTO EN VIA ARGENTINA,425000.00,178 m2,2 months ago,5,Vía Argentina,NaN
7395,"Se vende Apartamento en Avenida Balboa, ubicado en el corazón de Marbella.",89000.00,180.32 m2,2 months ago,3,Avenida Balboa,NaN
7396,"¡REMATE BANCARIO! apartamento en PH Condado Country Club, Condado del Rey",553150.00,122.36 m2,2 months ago,3,Ancón,NaN
7397,VENTA DE APARTAMENTO EN AVENIDA BALBOA. 22JGB.3093,"635000.00
(Reduced 2%)",268 m2,2 months ago,2,Avenida Balboa,NaN
7398,VENTA DE APARTAMENTO AMOBLADO EN AVENIDA BALBOA. 22JGB.8645,445000.00,155.19 m2,2 months ago,2,Avenida Balboa,NaN
7399,"beautiful apartment in el cangrejo, ph portanova",155000.00,220 m2,2 months ago,3,El Cangrejo,NaN
7400,VENTA DE APARTAMENTO EN SANTA MARIA 22JGB.3055,330000.00,215 m2,2 months ago,3,Santa María,NaN
7401,Apartment very well located near universities DJN22-6896,"99000.00
(Reduced 18%)",97 m2,2 months ago,3,Tumba Muerto,NaN
7402,"Vendo cleyton park 3/R 141m2/ 255,000",185000.00,141 m2,2 months ago,3,Clayton,NaN
7403,SE VENDE APTO. PH BRISAS DE SAN FERNANDO REMODELADA,595000.00,120 m2,2 months ago,3,Vía España,NaN
7404,"PROPIETARIO VENDE PH TORRES DE TOSCANA $129,000 NEGOCIABLE",375000.00,79 m2,2 months ago,3,Condado del Rey,NaN
7405,APARTAMENTO REMODELADO EN VENTA | COSMOPOLITAN TOWER,299000.00,96 m2,2 months ago,3,Hato Pintado,NaN
7406,For sale super Apt with panoramic view - PH Oasis On The Bay,340000.00,240 m2,2 months ago,2,Punta Pacífica,NaN
7407,"SE VENDE PH TERRANO PLAZA REMODELADO $89,000 2REC",330000.00,76 m2,2 months ago,2,12 de Octubre,NaN
7408,Oasis On The Bay Apt FOR SALE - 299mt2,155000.00,299 m2,2 months ago,3,Punta Pacífica,NaN
7409,VENTA DE APARTAMENTO EN MARBELLA,"136000.00
(Reduced 1%)",361 m2,2 months ago,4,Marbella,NaN
7410,"Penthouse for sale, PH Cabomarzo, loft type.",345000.00,246.6 m2,2 months ago,3,Vía Porras,NaN
7411,¡APROVECHE! APARTAMENTO EN VENTA | CONDADO DEL REY,345000.00,80 m2,2 months ago,2,Hato Pintado,NaN
7412,Apartamentos en Punta Pacífica | GRAND TOWER Punta Pacífica AMOBLADO | Apartamento en Venta,105500.00,150 m2,2 months ago,1,Punta Pacífica,NaN
7413,"FOR SALE, PH Don Antonio, comfortable and nice apartment.",500000.00,69.71 m2,2 months ago,2,Vía Porras,NaN
7414,GANGA!! APARTAMENTO RENOVADO EN VENTA | HATO PINTADO,170000.00,106 m2,2 months ago,3,Hato Pintado,NaN
7415,"Beautiful and spacious apartment model B in The Grand Tower, for sale",260000.00,225 m2,2 months ago,2,Punta Pacífica,NaN
7416,"Se vende apartamento en Costa del Este, Ph Asia",475000.00,156 m2,2 months ago,3,Costa del Este,NaN
7417,"Spectacular apt with beautiful ocean view, PH Oceanaire",420000.00,119.22 m2,2 months ago,1,Punta Pacífica,NaN
7418,"Se vende apartamento en San Francisco, Ph Pacific Coast",1250000.00,183 m2,2 months ago,3,San Francisco,NaN
7419,Vendo Top Tower Costa del Este,240000.00,1580 m2,2 months ago,3,Costa del Este,NaN
7420,CONDADO DEL REY / PH TERRAZAS DEL REY / 80m2 / LINEA BLANCA,"565000.00
(Reduced 35%)",80 m2,2 months ago,2,Condado del Rey,NaN
7421,EDISON PARK / PH MAJESTIC GARDEN / 2 HABITACIONES / 80m2,650000.00,80 m2,2 months ago,2,Edison Park,NaN
7422,Se Vende Lujoso Apartamento de 1 Recamara en Ocean Club - Punta Pacifica,235000.00,98 m2,2 months ago,1,Punta Pacífica,NaN
7423,Apartamento en venta en San Francisco MMC,1250000.00,145 m2,2 months ago,3,San Francisco,NaN
7424,Apartamentos Ph torres del crisol III,1196000.00,68 m2,2 months ago,2,La Castellana,NaN
7425,SE VENDE Lujoso Apto 1 Rec a La Renta en PH Toc (Antiguo Trump),975000.00,98 m2,2 months ago,1,Punta Pacífica,NaN
7426,VENDO APARTAMENTO EN CARRASQUILLA,529000.00,90 m2,2 months ago,2,Carrasquilla,NaN
7427,ALQUILER Y VENTA DE APTO AMOBLADO EN COCO DEL MAR JP-112,282000.00,147 m2,2 months ago,3,Coco del Mar,NaN
7428,Selling at the Ocean Club,915000.00,153 m2,2 months ago,2,Punta Pacífica,NaN
7429,"Ocean View, Modern Condo for sale in Mandarin Bay San Francisco",820000.00,205 m2,2 months ago,3,San Francisco,NaN
7430,Buenavista - Santa Maria,326000.00,399 m2,2 months ago,3,Santa María,NaN
7431,South Beach - Bella Vista,"219000.00
(Reduced 4%)",126 m2,2 months ago,3,Avenida Balboa,NaN
7432,Panamar - Coco del Mar,305000.00,378 m2,2 months ago,3,Coco del Mar,NaN
7433,Altamar del Este - Costa del Este,552000.00,300 m2,2 months ago,4,Costa del Este,NaN
7434,EN COSTA DEL ESTE AMOBLADO HERMOSA VISTA PISO ALTO NEGOCIABLE!!!,1926575.00,110 m2,2 months ago,2,Costa del Este,NaN
7435,Valery Point - Santa Maria,915000.00,411 m2,2 months ago,4,Santa María,NaN
7436,Regalia - Costa del Este,345550.00,475 m2,2 months ago,3,Costa del Este,NaN
7437,Torre Panorama - Coco del Mar,894900.00,352 m2,2 months ago,3,Coco del Mar,NaN
7438,SE VENDE | Apartamento de 2 habitaciones en The Ocean Club (Trump),825000.00,153 m2,2 months ago,2,Punta Pacífica,NaN
7439,Gran oportunidad apto. Impecable Sortis Obarrio,200000.00,170 m2,2 months ago,3,Bella Vista,NaN
7440,Vendo apartamento en Costa del Este 337m2.,210000.00,337 m2,2 months ago,3,Costa del Este,NaN
7441,Apartment for sale in Condado del Rey DCD22-7508,399000.00,419 m2,2 months ago,3,Costa del Este,NaN
7442,"Vendo apartamento en Bella Vista, 128.85 mtrs2",350000.00,129 m2,2 months ago,3,Bella Vista,NaN
7443,"For sale apartment in Ph SF 67, located San Francisco, fully furnished",439000.00,135 m2,2 months ago,2,San Francisco,NaN
7444,"Vendo apartamento en Bella Vista, 129 mtrs, excelente ubicación.",750000.00,129 m2,2 months ago,3,Bella Vista,NaN
7445,"Se vende apartamento en Punta Pacífica, Ph Pacific Village",950000.00,266 m2,2 months ago,3,Punta Pacífica,NaN
7446,"Se vende apartamento en Costa del Este, Ph Marea II","240000.00
(Reduced 4%)",707 m2,2 months ago,4,Costa del Este,NaN
7447,"Se vende apartamento en Costa del Este, Ph Matisse",750000.00,332 m2,2 months ago,3,Costa del Este,NaN
7448,"Se vende apartamento en Avenida Balboa, Ph Costanera",1750000.00,123 m2,2 months ago,3,Avenida Balboa,NaN
7449,"Se vende apartamento en Santa María, Ph Greengarden",125000.00,314 m2,2 months ago,3,Santa María,NaN
7450,Apartamento en Venta en Punta Pacifica Totalmente Remodelado,178000.00,308 m2,2 months ago,3,Punta Pacífica,NaN
7451,Vendo Ph Country Park T1000 Apto 15C,399000.00,150 m2,2 months ago,3,Vía Porras,NaN
7452,En Venta Ph Serenity At The Bay,390000.00,123 m2,2 months ago,2,San Francisco,NaN
7453,Apartamento amueblado en Grand Tower,1461600.00,155 m2,2 months ago,2,Punta Pacífica,NaN
7454,Apartamento en Grand Tower Amoblado,1050000.00,140 m2,2 months ago,1,Punta Pacífica,NaN
7455,Apartamento en Grand Tower - Amoblado,950000.00,175 m2,2 months ago,3,Punta Pacífica,NaN
7456,VENTA APARTAMENTO MIRAMAR AVENIDA BALBOA,85000.00,375 m2,2 months ago,3,Avenida Balboa,NaN
7457,Ten Tower - Costa del Este -Se vende apartamento,729400.00,410 m2,2 months ago,3,Costa del Este,NaN
7458,Apartamento de lujo Punta Paitilla,170000.00,110 m2,2 months ago,2,Avenida Balboa,NaN
7459,Apartamento de Lujo Venta o Alquiler The Regent Costa Del Este,1639100.00,205 m2,2 months ago,4,Costa del Este,NaN
7460,Amplio Apartamento en Venta en Punta Pacifica,"65000.00
(Reduced 17%)",525 m2,2 months ago,4,Punta Pacífica,NaN
7461,Hermoso Apartamento en Venta en El Carmen,235000.00,52 m2,2 months ago,1,El Carmen,NaN
7462,Ph Cangrejo Bay. El Cangrejo,155000.00,98 m2,2 months ago,2,El Cangrejo,NaN
7463,VENDO APTO PH VISTANOVA,603200.00,210 m2,2 months ago,3,El Cangrejo,NaN
7464,APARTAMENTO EN COSTA DEL ESTE,170000.00,202 m2,2 months ago,3,Costa del Este,NaN
7465,Apartment For Sale Or Rent In PH Upper East Tower In Costa Del Este,175000.00,406 m2,2 months ago,3,Costa del Este,NaN
7466,PACIFIC POINT - PUNTA PACIFICA,415000.00,400 m2,2 months ago,4,Punta Pacífica,NaN
7467,AQUALINA - PUNTA PACIFICA,"85000.00
(Reduced 8%)",408 m2,2 months ago,4,Punta Pacífica,NaN
7468,Apartamento en Venta en Avenida Balboa.ph Plaza del pacifico,94000.00,55 m2,2 months ago,2,Avenida Balboa,NaN
7469,Apartment for sale in Bella Vista DCD22-7225,575000.00,334 m2,2 months ago,4,Bella Vista,NaN
7470,VENTA DE APARTAMENTO EN PUNTA PACIFICA PH PACIFIC WIND,119000.00,108 m2,2 months ago,3,Punta Pacífica,NaN
7471,Apartment For Sale Or Rent In PH Upper East Tower In Costa Del Este,152000.00,443 m2,2 months ago,4,Costa del Este,NaN
7472,Apartamento Económico en Parque Lefevre,265000.00,61 m2,2 months ago,2,Parque Lefevre,NaN
7473,VENTA DE APARTAMENTO EN BELLAVISTA PARQUE URRACA,300000.00,135 m2,2 months ago,2,Avenida Balboa,NaN
7474,"APARTAMENTO EN PH TERRAZAS DEL REY CONDADO $155K,",400000.00,80 m2,2 months ago,2,Condado del Rey,NaN
7475,"Se vende apartamento en Costa del Este, Ph Casa Bianca",220000.00,208 m2,2 months ago,3,Costa del Este,NaN
7476,Céntrico en el Cangrejo Ph Porto Bello,360000.00,91 m2,2 months ago,2,Vía Argentina,NaN
7477,VENTA DE APARTAMENTO EN BELLAVISTA PARQUE URRACA,140000.00,86 m2,2 months ago,2,Avenida Balboa,NaN
7478,Apartamento Nuevo en Bella Vista,1300000.00,186 m2,2 months ago,4,Avenida Balboa,NaN
7479,"Se vende Apto. $85,000.00 NEGOCIABLE",1000.00,58 m2,2 months ago,2,La Cresta,NaN
7480,Apartamento en Venta en los andes ph Mallorca Park Gardens,585000.00,82.75 m2,2 months ago,3,Los Andes,NaN
7481,"Excellent Opportunity, Brand New Apartment in Bonavista At The Park.",720000.00,274 m2,2 months ago,3,Hato Pintado,NaN
7482,Apartamento,930800.00,66 m2,2 months ago,2,12 de Octubre,NaN
7483,PH PARK LANE AMPLIO 99m2 OFERTA POR DEBAJO DE AVALUO,869132.00,99 m2,2 months ago,2,Hato Pintado,NaN
7484,"PH LE MARE, Coco del Mar, VB",856800.00,138 m2,2 months ago,2,Coco del Mar,NaN
7485,"Se vende apartamento en San Francisco, Ph Park Loft",321000.00,158 m2,2 months ago,2,San Francisco,NaN
7486,"Se vende apartamento en Avenida Balboa, Ph Yacht Club",210000.00,179 m2,2 months ago,3,Avenida Balboa,NaN
7487,Ultimos Apartamentos en Dinasty Ave Balboa - con 95% de finaciamiento,711900.00,92 m2,2 months ago,2,Avenida Balboa,NaN
7488,"Se vende apartamento en Punta Pacífica, PH TOC","160000.00
(Reduced 6%)",97 m2,2 months ago,1,Punta Pacífica,NaN
7489,"Vendo Apartamento en Los Andes, Cerca de Estacion del metro y Andes Mall JP-64",475000.00,80 m2,2 months ago,3,Los Andes,NaN
7490,Apartments for sale in Paitilla with large balconies,375000.00,507 m2,2 months ago,4,Punta Paitilla,NaN
7491,"Se alquila apartamento en San Francisco, PH Country Park",913400.00,150 m2,2 months ago,3,San Francisco,NaN
7492,"Se vende penthouse loft en Costa del Este, Ph Asia",1450000.00,270 m2,2 months ago,3,Costa del Este,NaN
7493,"Se vende apartamento en Costa del Este, Ph Pearl at The Sea",265000.00,300 m2,2 months ago,3,Costa del Este,NaN
7494,"Se vende apartamento en Costa del Este, Ph Aria",1250000.00,358 m2,2 months ago,4,Costa del Este,NaN
7495,"Se vende apartamento en Punta Paitilla, Ph Sea Point",800000.00,305 m2,2 months ago,3,Punta Paitilla,NaN
7496,Vendo apartamento en Costa del Este. 272 m2.,154105.00,272 m2,2 months ago,3,Costa del Este,NaN
7497,VENDO o ALQUILO Penthouse PH Onyx Tower,260000.00,203 m2,2 months ago,3,El Cangrejo,NaN
7498,"ALBROOK, APARTAMENTO CON TERRAZA, PRECIO DE OFERTA $210,000.00usd AMOBLADO CON TODO",365000.00,133 m2,2 months ago,2,Albrook,NaN
7499,Vendo apartamento en Costa del Este. 226 m2.,365000.00,226 m2,2 months ago,3,Costa del Este,NaN
7500,GANGA!! Vendo apto 3R/2B - sala/comedor - Den - Rec.Principal con balcón y walk in closet - Depósito,208800.00,101 m2,2 months ago,3,El Bosque,NaN
7501,"Vendo apartamento en SAN FRANCISCO, PARA ESTRENAR. 229 MTRS.",185000.00,229 m2,2 months ago,3,San Francisco,NaN
7502,"Vendo apartamento San Francisco, 163 mtrs, tres recámaras, vista a la ciudad.",345000.00,163 m2,2 months ago,3,San Francisco,NaN
7503,"Se vende apartamento en Punta Paitilla, Ph Ocean Front",225000.00,320 m2,2 months ago,3,Punta Paitilla,NaN
7504,"Se vende apartamento en Punta Pacífica, Ph Venetian",185000.00,550 m2,2 months ago,4,Punta Pacífica,NaN
7505,"Sale of Furnished Apartment of 196 m2 in PH Las Perlas, Paitilla","390000.00
(Reduced 3%)",196 m2,2 months ago,2,Punta Paitilla,NaN
7506,VENTA APARTAMENTO CRESTA PALACE LA CRESTA,"200000.00
(Reduced 5%)",700 m2,2 months ago,4,La Cresta,NaN
7507,VENTA APARTAMENTO PACIFIC POINT PUNTA PACIFICA,230000.00,336 m2,2 months ago,3,Punta Pacífica,NaN
7508,VENTA DE APARTAMENTO EL CRISOL PH ALTATERRA - TORRE 500,325000.00,83.3 m2,2 months ago,2,El Crisol,NaN
7509,SEA CONFIABLE ALQUILA Y VENDE APARTAMENTO EN PH CABOMARZO,"180000.00
(Reduced 3%)",156 m2,2 months ago,3,San Francisco,NaN
7510,"Se Vende Apartamento en Dos Mares, Pacific Hills Torre 200","345000.00
(Reduced 1%)",329 m2,2 months ago,3,Dos Mares,NaN
7511,PH Blue Park - Bella Vista - Se vende apatamento tipo Loft,"265000.00
(Reduced 7%)",159 m2,2 months ago,2,Bella Vista,NaN
7512,VENTA DE APARTAMENTO EL CRISOL PH ALTATERRA – PISO 9 - TORRE 300,385000.00,116 m2,2 months ago,3,El Crisol,NaN
7513,VENTA DE APARTAMENTO PH ALTATERRA EL CRISOL – PISO 7 - TORRE 500,139000.00,100 m2,2 months ago,2,El Crisol,NaN
7514,Venta de Apartamento En El PH Terrasol En San Francisco.,390000.00,152 m2,2 months ago,3,San Francisco,NaN
7515,Costa Pacífica Punta Pacífica. Apartamento en Punta Pacífica,290000.00,144 m2,2 months ago,2,Punta Pacífica,NaN
7516,Ph serenity at the bay 185k 2r 2b cbe,350000.00,115 m2,2 months ago,2,San Francisco,NaN
7517,PACIFIC SHORE-APARTAMENTO EN VENTA,330000.00,250 m2,2 months ago,3,Punta Paitilla,NaN
7518,PH FORESTA TOWER EN OFERTA POR DEBAJO DE AVALUO,320000.00,132.83 m2,2 months ago,3,Hato Pintado,NaN
7519,Apartamento en venta en Costa del este Ph Top Tower,"104000.00
(Reduced 13%)",118 m2,2 months ago,2,Costa del Este,NaN
7520,Embassy Village en Albrook,270000.00,128 m2,2 months ago,2,Albrook,NaN
7521,VENDO APARTAMENTO EL DORADO,560000.00,150 m2,2 months ago,3,El Dorado,NaN
7522,Apartamento cerca de Cinta Costera!,90000.00,260 m2,2 months ago,3,Marbella,NaN
7523,Apartamento Marbella!,295000.00,220 m2,2 months ago,3,Marbella,NaN
7524,Se vende hermoso y moderno loft en El Cangrejo,300000.00,220 m2,2 months ago,2,El Cangrejo,NaN
7525,"Se vende apartamento en Parque Lefevre, Ph Panamá Viejo Residences",889000.00,58 m2,2 months ago,2,Panamá Viejo,NaN
7526,Apartment for sale,300000.00,202 m2,2 months ago,3,Costa del Este,NaN
7527,VENTA DE APARTAMENTO EN BELLAVISTA PARQUE URRACA,280000.00,180 m2,2 months ago,3,Avenida Balboa,NaN
7528,TOP TOWERS PISO ALTO 3 REC AMOBLADO 156M2 COSTA DEL ESTE,826200.00,156 m2,2 months ago,3,Costa del Este,NaN
7529,"FOR SALE APARTMENT PH PARK LOFT, SAN FRANCISCO (5)",220000.00,158 m2,2 months ago,2,Vía Porras,NaN
7530,"PARK LOFT VISTA AL MAR 157M2 2 REC,2 ESTACIONAMIENTOS",190000.00,157 m2,2 months ago,2,San Francisco,NaN
7531,Se vende apartamento Centrico.,820000.00,71.33 m2,2 months ago,2,Carrasquilla,NaN
